"id","category_id","name","description","tags","price","is_active","created_at","updated_at","deleted_at"
26989,1118,Jealous 21 Women Black Jeggings,Women Jeggings Summer,"Apparel,Bottomwear,Casual",73094.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27014,1115,Jealous 21 Women Washed Blue Capris,Women Capris Summer,"Apparel,Bottomwear,Casual",99598.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27199,1116,Doodle Kids Girl Printed Grey Skirt,Women Skirts Summer,"Apparel,Bottomwear,Casual",75315.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27421,1412,Jockey Women Blue Lounge Pants,Women Lounge Pants Winter,"Apparel,Loungewear and Nightwear,Casual",48730.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27498,1312,Jockey Pink Camisole,Women Camisoles Winter,"Apparel,Innerwear,Casual",52509.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27614,1112,Scullers Men Beige Trousers,Men Trousers Summer,"Apparel,Bottomwear,Casual",20781.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27845,1019,Scullers For Her Black Blazer,Women Blazers Summer,"Apparel,Topwear,Formal",12514.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27846,1019,Scullers For Her Charcoal Blazer,Women Blazers Summer,"Apparel,Topwear,Formal",65157.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27887,1011,Scullers For Her White Check Shirt,Women Shirts Summer,"Apparel,Topwear,Formal",74239.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27948,1313,Jockey CSM Men Comfort Stretch Charcoal Trunks CS04,Men Trunk Summer,"Apparel,Innerwear,Casual",86175.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27960,1313,Jockey SPORT PERFORMANCE Men Black Trunks SP08,Men Trunk Summer,"Apparel,Innerwear,Casual",58490.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
27976,1310,Jockey Men Charcoal Zone Stretch Briefs,Men Briefs Winter,"Apparel,Innerwear,Casual",74722.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28043,1310,Jockey ELANCE Men Grey Melange Brief 1008,Men Briefs Summer,"Apparel,Innerwear,Casual",23300.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28048,1310,Jockey ELANCE Men White Hi-Cut Brief 1008,Men Briefs Summer,"Apparel,Innerwear,Casual",97607.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28190,340,Ray-Ban Men Aviator Sunglasses,Men Sunglasses Winter,"Accessories,Eyewear,Casual",60791.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28221,4011,YARDLEY Men Elegance Deo,Men Deodorant Spring,"Personal Care,Fragrance,Casual",47551.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28233,4011,Secret Temptation Women Passion Deo,Women Deodorant Spring,"Personal Care,Fragrance,Casual",75184.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28413,340,Idee Men Metallic Sunglasses,Men Sunglasses Winter,"Accessories,Eyewear,Casual",25429.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28438,310,DKNY Women White Dial Chronograph Watch NY4985,Women Watches Winter,"Accessories,Watches,Casual",20321.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28492,1011,Urban Yoga Men Blue Shirt,Men Shirts Summer,"Apparel,Topwear,Casual",31977.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28554,1010,Nike Men Club Pique Black Polo T-shirt,Men Tshirts Summer,"Apparel,Topwear,Casual",21454.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28794,1110,Denizen Men Blue Jeans,Men Jeans Summer,"Apparel,Bottomwear,Casual",44029.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28896,1310,Enamor Women Maroon Mid-Rise Bikini Brief,Women Briefs Summer,"Apparel,Innerwear,Casual",90838.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28969,1510,Biba Women Red Embroidered Churidar Kurta with Dupatta,Women Kurta Sets Summer,"Apparel,Apparel Set,Ethnic",75192.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28980,1510,Biba Women Yellow & Green Printed Churidar Kurta with Dupatta,Women Kurta Sets Summer,"Apparel,Apparel Set,Ethnic",53120.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28985,1510,Biba Outlet Women White & Green Printed Churidar Kurta with Dupatta,Women Kurta Sets Summer,"Apparel,Apparel Set,Ethnic",89187.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
28989,1510,Biba Outlet Women Blue & Green Printed Churidar Kurta with Dupatta,Women Kurta Sets Summer,"Apparel,Apparel Set,Ethnic",12381.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
29020,1113,ADIDAS Men Grey Track Pants,Men Track Pants Summer,"Apparel,Bottomwear,Sports",29350.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
29226,2110,ADIDAS Men Zeitfrei Slide Black Flip Flops,Men Flip Flops Summer,"Footwear,Flip Flops,Casual",68011.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
29983,700,Aspen Women White Dial Watch,Women Free Gifts Winter,"Free Items,Free Gifts,Casual",73011.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
29985,700,Aspen Women Black Dial Watch,Women Free Gifts Winter,"Free Items,Free Gifts,Casual",26599.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30011,310,Kenneth Cole Men Silver Dial Chronograph Watch,Men Watches Winter,"Accessories,Watches,Casual",76192.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30187,3014,Nike Men Black Arsenal Allegiance Laptop Bag,Men Laptop Bag Summer,"Accessories,Bags,Casual",64624.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30243,2110,Numero Uno Men Black Flip Flops,Men Flip Flops Summer,"Footwear,Flip Flops,Casual",87188.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30260,2012,Red Tape Men Black Shoes,Men Formal Shoes Winter,"Footwear,Shoes,Casual",95392.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30468,1311,Lovable Women All Day Long Black Bra,Women Bra Summer,"Apparel,Innerwear,Casual",98650.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30510,1311,Lovable Women Spice White Bra,Women Bra Summer,"Apparel,Innerwear,Casual",39425.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30593,7115,Nike Unisex Tennis White Cap,Unisex Caps Summer,"Accessories,Headwear,Sports",50352.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30725,1026,Fabindia Girls Printed Pink Lehenga Choli,Girls Lehenga Choli Summer,"Apparel,Topwear,Ethnic",16026.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30726,1026,Fabindia Girls Printed Blue Lehenga Choli,Girls Lehenga Choli Summer,"Apparel,Topwear,Ethnic",24118.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30727,1120,Fabindia Girls Green Mangalgiri Salwar,Girls Salwar Summer,"Apparel,Bottomwear,Ethnic",52919.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30730,1120,Fabindia Girls Printed Purple Salwar,Girls Salwar Summer,"Apparel,Bottomwear,Ethnic",52549.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30732,1121,Fabindia Women Black Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",88319.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30738,1024,Fabindia Men Navy Blue Bhagalpur Nehru Jacket,Men Nehru Jackets Summer,"Apparel,Topwear,Ethnic",14751.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30739,1024,Fabindia Men Reversible Blue Sleeveless Jacket,Men Nehru Jackets Summer,"Apparel,Topwear,Ethnic",61216.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30740,1024,Fabindia Men Brown Silk Sleeveless Jacket,Men Nehru Jackets Summer,"Apparel,Topwear,Ethnic",74340.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30741,1024,Fabindia Men Brown Silk Sleeveless Jacket,Men Nehru Jackets Summer,"Apparel,Topwear,Ethnic",59094.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30742,1024,Fabindia Men Striped Blue Silk Sleeveless Jacket,Men Nehru Jackets Summer,"Apparel,Topwear,Ethnic",31554.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30808,1121,Fabindia Women Red Cambric Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",62967.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30821,1121,Fabindia Women Beige Mangalgiri Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",84557.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30824,1121,Fabindia Women Grey Mangalgiri Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",27198.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30825,1121,Fabindia Women Magenta Mangalgiri Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",72172.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30826,1121,Fabindia Women Navy Blue Mangalgiri Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",38530.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30831,1121,Fabindia Women Yellow Mangalgiri Churidar,Women Churidar Summer,"Apparel,Bottomwear,Ethnic",62698.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30897,1412,Fabindia Women Mustard Kalamkari Salwar,Women Lounge Pants Summer,"Apparel,Loungewear and Nightwear,Ethnic",75741.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30898,1120,Fabindia Women Black Salwar,Women Salwar Summer,"Apparel,Bottomwear,Ethnic",15879.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30901,1120,Fabindia Women Red Mangalgiri Salwar,Women Salwar Summer,"Apparel,Bottomwear,Ethnic",62261.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30904,1120,Fabindia Women Mustard Salwar,Women Salwar Summer,"Apparel,Bottomwear,Ethnic",21762.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30925,1116,Fabindia Women Printed Black Ghera Skirt,Women Skirts Summer,"Apparel,Bottomwear,Ethnic",71380.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30946,1014,Fabindia Women Blue Cambric Top,Women Tops Summer,"Apparel,Topwear,Ethnic",42651.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
30961,1013,Fabindia Women Black Chanderi Tunic,Women Kurtis Summer,"Apparel,Topwear,Ethnic",45681.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31126,1210,Gini and Jony Girls White Dress,Girls Dresses Summer,"Apparel,Dress,Casual",32591.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31128,1210,Gini and Jony Girls Printed Teal Dress,Girls Dresses Summer,"Apparel,Dress,Casual",96400.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31130,1210,Gini and Jony Girls Printed Pink Dress,Girls Dresses Summer,"Apparel,Dress,Casual",43754.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31161,1019,Gini and Jony Boys Printed Navy Blue Blazer,Boys Blazers Summer,"Apparel,Topwear,Casual",96163.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31191,7,Cabarelli Men Accessory Gift Set,Men Accessory Gift Set Summer,"Accessories,Accessories,Casual",22189.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31570,1112,Mark Taylor Men Striped Black Trousers,Men Trousers Summer,"Apparel,Bottomwear,Formal",84933.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31571,1112,Mark Taylor Men Striped Black Trousers,Men Trousers Summer,"Apparel,Bottomwear,Formal",84257.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31702,3310,Fabindia Women Ananya Silver Earrings,Women Earrings Winter,"Accessories,Jewellery,Ethnic",13766.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31703,3310,Fabindia Women Ananya Silver Earrings,Women Earrings Winter,"Accessories,Jewellery,Ethnic",13922.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31713,3310,Fabindia Women Anusuya Silver Earrings,Women Earrings Winter,"Accessories,Jewellery,Ethnic",93777.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31723,3311,Fabindia Women Ananya Gold Pendant,Women Pendant Winter,"Accessories,Jewellery,Ethnic",12101.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31729,1019,Reid & Taylor Men Blue Blazer,Men Blazers Summer,"Apparel,Topwear,Formal",83782.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31732,1019,Reid & Taylor Men Brown Blazer,Men Blazers Summer,"Apparel,Topwear,Formal",79597.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31742,1019,Reid & Taylor Men Semi Formal Black Blazer,Men Blazers Summer,"Apparel,Topwear,Formal",18729.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31743,1019,Reid & Taylor Men Semi Formal Olive Blazer,Men Blazers Summer,"Apparel,Topwear,Formal",11366.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31879,7137,Fabindia Women Grey Jacquard Silk Stole,Women Stoles Summer,"Accessories,Stoles,Ethnic",25665.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31887,7137,Fabindia Women Chanderi Blue Stole,Women Stoles Summer,"Accessories,Stoles,Ethnic",56519.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31921,3012,Fabindia Women Casual Magenta Clutch,Women Clutches Summer,"Accessories,Bags,Casual",40188.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
31990,7136,Playboy Men Black Socks,Men Socks Summer,"Accessories,Socks,Formal",66234.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32071,1314,Playboy Men Blue Boxers,Men Boxers Summer,"Apparel,Innerwear,Casual",19736.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32106,1313,Playboy Men Crocker Grey Trunks,Men Trunk Summer,"Apparel,Innerwear,Casual",59997.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32184,2110,ADIDAS Men Adi Surge Yellow Flip Flops,Men Flip Flops Summer,"Footwear,Flip Flops,Casual",95342.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32243,1012,Fabindia Women Printed Blue Kurta,Women Kurtas Summer,"Apparel,Topwear,Ethnic",38495.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32266,1412,"2go Active Gear USA Men Red Pele Track Pants",Men Lounge Pants Summer,"Apparel,Loungewear and Nightwear,Casual",29080.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32348,310,Q&Q Men Black Dial Watch,Men Watches Winter,"Accessories,Watches,Casual",97873.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32523,4012,Tonino Lamborghini Feroce For Men Fragrance Gift Set,Men Fragrance Gift Set Spring,"Personal Care,Fragrance,Casual",74031.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32528,4011,Tonino Lamborghini Men Mitico Deo,Men Deodorant Spring,"Personal Care,Fragrance,Casual",64376.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32533,4012,Playboy Men Hollywood Fragrance Gift Set,Men Fragrance Gift Set Spring,"Personal Care,Fragrance,Casual",27409.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32536,4012,Playboy Men Malibu Fragrance Gift Set,Men Fragrance Gift Set Spring,"Personal Care,Fragrance,Casual",46975.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
32841,2014,Grendha Women Jola Cigana Gold Flats,Women Heels Winter,"Footwear,Shoes,Casual",88260.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33146,1111,Gini and Jony Boys Blue Shorts,Boys Shorts Summer,"Apparel,Bottomwear,Casual",65297.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33204,1015,Sepia Women Grey Tunic,Women Tunics Summer,"Apparel,Topwear,Casual",51309.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33249,1011,Arrow Men Blue Striped Shirt,Men Shirts Summer,"Apparel,Topwear,Formal",28149.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33309,1110,Palm Tree Boys Solid Black Jeans,Boys Jeans Summer,"Apparel,Bottomwear,Casual",95477.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33412,320,Baggit Women Wrap Index Purple Wallet,Women Wallets Summer,"Accessories,Wallets,Casual",45950.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33662,220,Lotto Men Caesar Cross Black Sandals,Men Sandals Summer,"Footwear,Sandal,Casual",40886.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33736,1118,Pieces Women Green Jeggings,Women Jeggings Summer,"Apparel,Bottomwear,Casual",66381.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33780,7136,Puma Men Formstripe Navy Blue Socks,Men Socks Summer,"Accessories,Socks,Casual",60176.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33865,2211,Puma Men Black & Green Aripon Ind Sports Sandals,Men Sports Sandals Winter,"Footwear,Sandal,Casual",35423.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33959,1114,Femella Women Grey Leggings,Women Leggings Summer,"Apparel,Bottomwear,Casual",17041.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
33979,1119,Femella Women Black Stockings,Women Stockings Summer,"Apparel,Bottomwear,Casual",71222.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34041,1011,Gini and Jony Boys Check Red Shirt,Boys Shirts Summer,"Apparel,Topwear,Casual",22370.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34268,1023,Fabindia Women Printed Purple Dupatta,Women Dupatta Summer,"Apparel,Topwear,Ethnic",40697.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34283,1023,Fabindia Women Red Dupatta,Women Dupatta Summer,"Apparel,Topwear,Ethnic",70756.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34308,7137,Fabindia Women Black Silk & Wool Stole,Women Stoles Summer,"Accessories,Stoles,Ethnic",47184.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34309,7137,Fabindia Women Pink Silk & Wool Stole,Women Stoles Summer,"Accessories,Stoles,Ethnic",68961.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34733,2011,Puma Women Faas 300 Blue & Pink Sports Shoes,Women Sports Shoes Summer,"Footwear,Shoes,Sports",20339.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34795,7115,Flying Machine Men Black Hat,Men Caps Summer,"Accessories,Headwear,Casual",58748.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34916,1023,Fabindia Black Dupatta,Women Dupatta Summer,"Apparel,Topwear,Ethnic",54863.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34924,1023,Fabindia Green Dupatta,Women Dupatta Summer,"Apparel,Topwear,Ethnic",55307.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34934,1023,Fabindia Blue Dupatta,Women Dupatta Summer,"Apparel,Topwear,Ethnic",31534.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34937,1023,Fabindia Yellow Dupatta,Women Dupatta Summer,"Apparel,Topwear,Ethnic",49335.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
34955,160,Fabindia Beige Jaipur Print Cotton Sari,Women Sarees Summer,"Apparel,Saree,Ethnic",39372.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35001,7137,Fabindia Women Printed Beige & Black Stole,Women Stoles Summer,"Accessories,Stoles,Ethnic",85191.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35003,7137,Fabindia Women Printed Beige & Rust Stole,Women Stoles Summer,"Accessories,Stoles,Ethnic",41044.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35023,7137,Fabindia Women Purple & Red Chanderi Hand Printed Stole,Women Stoles Summer,"Accessories,Stoles,Casual",79233.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35065,350,Allen Solly Men Reversible Leather Black & Brown Belt,Men Belts Summer,"Accessories,Belts,Casual",61347.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35212,3011,Wildcraft Women Pink & Grey Backpack,Women Backpacks Spring,"Accessories,Bags,Casual",48014.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35381,2010,Enroute Teens Black Shoes,Boys Casual Shoes Summer,"Footwear,Shoes,Casual",66367.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35465,2010,Franco Leone Men Blue Shoes,Men Casual Shoes Fall,"Footwear,Shoes,Casual",53513.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35664,220,U.S. Polo Assn. Men Black Sandals,Men Sandals Summer,"Footwear,Sandal,Casual",57517.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35888,150,Jungle Book Boys Baby Red Clothing Set,Boys Clothing Set Summer,"Apparel,Apparel Set,Casual",61741.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
35895,150,Jungle Book Boys Baby Blue Clothing Set,Boys Clothing Set Summer,"Apparel,Apparel Set,Casual",82765.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36018,350,OTLS Men Black Leather Belt,Men Belts Summer,"Accessories,Belts,Casual",14811.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36042,3013,OTLS Unisex Blue Duffle Bag,Unisex Duffel Bag Summer,"Accessories,Bags,Casual",85723.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36055,3015,OTLS Unisex Olive Green Messenger Bag,Unisex Messenger Bag Summer,"Accessories,Bags,Casual",91566.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36073,3013,OTLS Unisex Khaki Gym Bag,Unisex Duffel Bag Winter,"Accessories,Bags,Casual",92474.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36093,320,OTLS Men Laurel Brown Wallet,Men Wallets Summer,"Accessories,Wallets,Casual",75626.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36208,1018,Gini Jony Boys Black Jacket,Boys Jackets Summer,"Apparel,Topwear,Casual",29293.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36255,1411,SDL by Sweet Dreams Men Grey & Red Pyjama Set,Men Night suits Summer,"Apparel,Loungewear and Nightwear,Casual",22544.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36272,1411,SDL by Sweet Dreams Women Pink Night suits,Women Night suits Summer,"Apparel,Loungewear and Nightwear,Casual",88490.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36287,1411,SDL by Sweet Dreams Women Blue Night suits,Women Night suits Summer,"Apparel,Loungewear and Nightwear,Casual",29546.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36303,1010,Angry Birds Men Black Stop The Madness T-shirt,Men Tshirts Summer,"Apparel,Topwear,Casual",80862.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36346,700,Reid & Taylor Men Maroon Checked Tie,Men Free Gifts Summer,"Free Items,Free Gifts,Casual",74308.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36386,7136,Reid & Taylor Men Black Socks,Men Socks Summer,"Accessories,Socks,Casual",37323.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36505,3010,United Colors of Benetton Women White Handbag,Women Handbags Summer,"Accessories,Bags,Casual",95359.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36526,350,United Colors of Benetton Women Black Belt,Women Belts Summer,"Accessories,Belts,Casual",31673.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36590,1011,Provogue Men Eternity Red Shirt,Men Shirts Summer,"Apparel,Topwear,Casual",33646.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36666,3013,Paridhan Unisex Brown Duffle Bag,Unisex Duffel Bag Summer,"Accessories,Bags,Casual",58589.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36745,150,Little Miss Girls Sunshine Red Clothing Set,Girls Clothing Set Summer,"Apparel,Apparel Set,Casual",26870.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36746,150,Mr.Men Boys Weeee!! White Clothing Set,Boys Clothing Set Summer,"Apparel,Apparel Set,Casual",55597.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36747,150,Mr.Men Boys I Am Sleeping White Clothing Set,Boys Clothing Set Summer,"Apparel,Apparel Set,Casual",57033.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36752,150,Little Miss Girls Blazing Yellow Clothing Set,Girls Clothing Set Summer,"Apparel,Apparel Set,Casual",43251.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36753,150,Little Miss Girls Chatterbox Blue Clothing Set,Girls Clothing Set Summer,"Apparel,Apparel Set,Casual",35644.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36832,1012,Vishudh Women Green White & Green Kurta,Women Kurtas Summer,"Apparel,Topwear,Ethnic",92168.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
36989,3012,Lino Perros Women Maroon Clutch,Women Clutches Summer,"Accessories,Bags,Casual",99432.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37087,3016,Lino Perros Women Brown Mobile Pouch,Women Mobile Pouch Summer,"Accessories,Bags,Casual",74626.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37167,1021,United Colors of Benetton Boys Check Grey Waistcoat,Boys Waistcoat Summer,"Apparel,Topwear,Casual",42295.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37261,3020,Vital Gear Unisex Olive Waist Pouch,Unisex Waist Pouch Summer,"Accessories,Bags,Casual",84094.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37519,7,Madagascar 3 Infant Boys White Mittens,Boys Gloves Summer,"Accessories,Gloves,Casual",91088.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37524,1027,Madagascar3 Infant Boys Light Blue Snapsuit Romper,Boys Rompers Summer,"Apparel,Topwear,Casual",48342.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37525,1027,Madagascar3 Infant Boys White Snapsuit Romper,Boys Rompers Summer,"Apparel,Topwear,Casual",13387.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37526,1027,Madagascar3 Infant Girls Lemon Yellow Snapsuit Romper,Boys Rompers Summer,"Apparel,Topwear,Casual",82149.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37528,1027,Madagascar3 Infant Boys White Snapsuit Romper,Boys Rompers Summer,"Apparel,Topwear,Casual",99634.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37533,1029,Madagascar3 Boys Yellow Innerwear Vest,Boys Innerwear Vests Summer,"Apparel,Innerwear,Casual",61419.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
37537,2015,Madagascar 3 Infant Boys Yellow Booties,Boys Booties Summer,"Apparel,Socks,Casual",76327.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
